id,ident,normalized,timestamp,unixTimestamp,week day,year,month,day,hour,minutes,seconds,channel,source_ip,source_ip_num,source_port,destination_ip,destination_ip_num,destination_port,protocol,city,province,province_code,country,country_code,continent,latitude,longitude,asn,method,path,URL,query_string,Accept-Languange,Authorization,Cache Control,Redirect,Content-Type,Cookie,Expect,Host,Connection,Language,Pragma,Soapaction,Te,UaCPU,Accept-Encoding,UpgradeInsecureRequests,User Agent,Via,X_Forwarded_For,X_Requested_With,is-shellshock,command,command-data,,,,,,,,,,,,,
580f32db93e09505a9b12df6,3599ddd6-630e-11e6-94de-0800272277a0,True,2016-10-25 06:24:27.367,1477376667.367,Tue,2016,10,25,6,24,27.367,shockpot.events,52.15.100.0,873423872,None,192.168.10.5,3232238085,80,http,Columbus,Ohio,OH,United States,US,North America,39.9653,-83.0235,Amazon.com - Inc.,GET,/ntuh/ntuh.jsp,http://192.168.10.5/ntuh/ntuh.jsp,None,None,None,None,text/plain,None,None,192.168.10.5,close,None,None,None,None,None,gzip, deflate,None,Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.155 Safari/537.36,None,None,None,False,None,None,,,,,,,,,,,,
580f32db93e09505a9b12df7,3599ddd6-630e-11e6-94de-0800272277a0,True,2016-10-25 06:24:27.521,1477376667.521,Tue,2016,10,25,6,24,27.521,shockpot.events,52.15.100.0,873423872,None,192.168.10.5,3232238085,80,http,Columbus,Ohio,OH,United States,US,North America,39.9653,-83.0235,Amazon.com - Inc.,GET,/nyco/nyco.jsp,http://192.168.10.5/nyco/nyco.jsp,None,None,None,None,text/plain,None,None,192.168.10.5,close,None,None,None,None,None,gzip, deflate,None,Mozilla/5.0 (Windows NT 6.1, WOW64, rv:31.0) Gecko/20100101 Firefox/31.0,None,None,None,False,None,None,,,,,,,,,,,
580f32db93e09505a9b12df8,3599ddd6-630e-11e6-94de-0800272277a0,True,2016-10-25 06:24:27.673,1477376667.673,Tue,2016,10,25,6,24,27.673,shockpot.events,52.15.100.0,873423872,None,192.168.10.5,3232238085,80,http,Columbus,Ohio,OH,United States,US,North America,39.9653,-83.0235,Amazon.com - Inc.,GET,/ooxx/ooxx.jsp,http://192.168.10.5/ooxx/ooxx.jsp,None,None,None,None,text/plain,None,None,192.168.10.5,close,None,None,None,None,None,gzip, deflate,None,Mozilla/5.0 (Macintosh, Intel Mac OS X 10.10, rv:38.0) Gecko/20100101 Firefox/38.0,None,None,None,False,None,None,,,,,,,,,,,
580f32e193e09505a9b12e0e,3599ddd6-630e-11e6-94de-0800272277a0,True,2016-10-25 06:24:33.798,1477376673.798,Tue,2016,10,25,6,24,33.798,shockpot.events,54.255.135.192,922716096,None,192.168.10.5,3232238085,80,http,Singapore,Central Singapore Community Development Council,1,Singapore,SG,Asia,1.2855,103.8565,Amazon.com - Inc.,GET,/opensso/UI/Login.jsp,http://192.168.10.5/opensso/UI/Login.jsp,None,None,None,None,text/plain,None,None,192.168.10.5,close,None,None,None,None,None,gzip, deflate,None,Mozilla/5.0 (Windows NT 6.1, WOW64, rv:38.0) Gecko/20100101 Firefox/38.0,None,None,None,False,None,None,,,,,,,,,,,
580f32e293e09505a9b12e13,3599ddd6-630e-11e6-94de-0800272277a0,True,2016-10-25 06:24:34.563,1477376674.563,Tue,2016,10,25,6,24,34.563,shockpot.events,54.255.135.192,922716096,None,192.168.10.5,3232238085,80,http,Singapore,Central Singapore Community Development Council,1,Singapore,SG,Asia,1.2855,103.8565,Amazon.com - Inc.,GET,/ori/pwn.jsp,http://192.168.10.5/ori/pwn.jsp,None,None,None,None,text/plain,None,None,192.168.10.5,close,None,None,None,None,None,gzip, deflate,None,Mozilla/4.0 (compatible, MSIE 7.0, Windows NT 5.1, Trident/4.0, .NET CLR 2.0.50727, .NET CLR 3.0.4506.2152, .NET CLR 3.5.30729),None,None,None,False,None,None,,,,,,,
580f32e393e09505a9b12e15,3599ddd6-630e-11e6-94de-0800272277a0,True,2016-10-25 06:24:35.314,1477376675.314,Tue,2016,10,25,6,24,35.314,shockpot.events,54.255.135.192,922716096,None,192.168.10.5,3232238085,80,http,Singapore,Central Singapore Community Development Council,1,Singapore,SG,Asia,1.2855,103.8565,Amazon.com - Inc.,GET,/os/smd.jsp,http://192.168.10.5/os/smd.jsp,None,None,None,None,text/plain,None,None,192.168.10.5,close,None,None,None,None,None,gzip, deflate,None,Opera/9.80 (Windows NT 6.2, Win64, x64) Presto/2.12.388 Version/12.17,None,None,None,False,None,None,,,,,,,,,,,
580f32e493e09505a9b12e16,3599ddd6-630e-11e6-94de-0800272277a0,True,2016-10-25 06:24:36.078,1477376676.078,Tue,2016,10,25,6,24,36.078,shockpot.events,54.255.135.192,922716096,None,192.168.10.5,3232238085,80,http,Singapore,Central Singapore Community Development Council,1,Singapore,SG,Asia,1.2855,103.8565,Amazon.com - Inc.,GET,/oss/smd.jsp,http://192.168.10.5/oss/smd.jsp,None,None,None,None,text/plain,None,None,192.168.10.5,close,None,None,None,None,None,gzip, deflate,None,Mozilla/5.0 (Windows NT 6.1, WOW64, rv:38.0) Gecko/20100101 Firefox/38.0,None,None,None,False,None,None,,,,,,,,,,,
580f32e493e09505a9b12e17,3599ddd6-630e-11e6-94de-0800272277a0,True,2016-10-25 06:24:36.844,1477376676.844,Tue,2016,10,25,6,24,36.844,shockpot.events,54.255.135.192,922716096,None,192.168.10.5,3232238085,80,http,Singapore,Central Singapore Community Development Council,1,Singapore,SG,Asia,1.2855,103.8565,Amazon.com - Inc.,GET,/pass/index.jsp,http://192.168.10.5/pass/index.jsp,None,None,None,None,text/plain,None,None,192.168.10.5,close,None,None,None,None,None,gzip, deflate,None,Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36,None,None,None,False,None,None,,,,,,,,,,,,
580f32e593e09505a9b12e1d,3599ddd6-630e-11e6-94de-0800272277a0,True,2016-10-25 06:24:37.608,1477376677.608,Tue,2016,10,25,6,24,37.608,shockpot.events,54.255.135.192,922716096,None,192.168.10.5,3232238085,80,http,Singapore,Central Singapore Community Development Council,1,Singapore,SG,Asia,1.2855,103.8565,Amazon.com - Inc.,GET,/payload/payload.jsp,http://192.168.10.5/payload/payload.jsp,None,None,None,None,text/plain,None,None,192.168.10.5,close,None,None,None,None,None,gzip, deflate,None,Mozilla/5.0 (Windows NT 6.1, WOW64, rv:38.0) Gecko/20100101 Firefox/38.0,None,None,None,False,None,None,,,,,,,,,,,
580f32e693e09505a9b12e1e,3599ddd6-630e-11e6-94de-0800272277a0,True,2016-10-25 06:24:38.385,1477376678.385,Tue,2016,10,25,6,24,38.385,shockpot.events,54.255.135.192,922716096,None,192.168.10.5,3232238085,80,http,Singapore,Central Singapore Community Development Council,1,Singapore,SG,Asia,1.2855,103.8565,Amazon.com - Inc.,GET,/pjjxh/pjjxh.jsp,http://192.168.10.5/pjjxh/pjjxh.jsp,None,None,None,None,text/plain,None,None,192.168.10.5,close,None,None,None,None,None,gzip, deflate,None,Mozilla/4.0 (compatible, MSIE 7.0, Windows NT 5.1, Trident/4.0, .NET CLR 2.0.50727, .NET CLR 3.0.4506.2152, .NET CLR 3.5.30729),None,None,None,False,None,None,,,,,,,
580f32e793e09505a9b12e1f,3599ddd6-630e-11e6-94de-0800272277a0,True,2016-10-25 06:24:39.151,1477376679.151,Tue,2016,10,25,6,24,39.151,shockpot.events,54.255.135.192,922716096,None,192.168.10.5,3232238085,80,http,Singapore,Central Singapore Community Development Council,1,Singapore,SG,Asia,1.2855,103.8565,Amazon.com - Inc.,GET,/pw/pw.jsp,http://192.168.10.5/pw/pw.jsp,None,None,None,None,text/plain,None,None,192.168.10.5,close,None,None,None,None,None,gzip, deflate,None,Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36,None,None,None,False,None,None,,,,,,,,,,,,
580f32e793e09505a9b12e20,3599ddd6-630e-11e6-94de-0800272277a0,True,2016-10-25 06:24:39.904,1477376679.904,Tue,2016,10,25,6,24,39.904,shockpot.events,54.255.135.192,922716096,None,192.168.10.5,3232238085,80,http,Singapore,Central Singapore Community Development Council,1,Singapore,SG,Asia,1.2855,103.8565,Amazon.com - Inc.,GET,/pwn/pwn.jsp,http://192.168.10.5/pwn/pwn.jsp,None,None,None,None,text/plain,None,None,192.168.10.5,close,None,None,None,None,None,gzip, deflate,None,Opera/9.80 (Windows NT 6.2, Win64, x64) Presto/2.12.388 Version/12.17,None,None,None,False,None,None,,,,,,,,,,,
580f32e893e09505a9b12e25,3599ddd6-630e-11e6-94de-0800272277a0,True,2016-10-25 06:24:40.670,1477376680.67,Tue,2016,10,25,6,24,40.67,shockpot.events,54.255.135.192,922716096,None,192.168.10.5,3232238085,80,http,Singapore,Central Singapore Community Development Council,1,Singapore,SG,Asia,1.2855,103.8565,Amazon.com - Inc.,GET,/pwnd/pwnd.jsp,http://192.168.10.5/pwnd/pwnd.jsp,None,None,None,None,text/plain,None,None,192.168.10.5,close,None,None,None,None,None,gzip, deflate,None,Mozilla/5.0 (Macintosh, Intel Mac OS X 10.10, rv:38.0) Gecko/20100101 Firefox/38.0,None,None,None,False,None,None,,,,,,,,,,,
580f331993e09505a9b12e2d,3599ddd6-630e-11e6-94de-0800272277a0,True,2016-10-25 06:25:29.637,1477376729.637,Tue,2016,10,25,6,25,29.637,shockpot.events,52.62.97.88,876503384,None,192.168.10.5,3232238085,80,http,Sydney,New South Wales,NSW,Australia,AU,Oceania,-33.8612,151.1982,Amazon.com - Inc.,GET,/jbossass/jbossass.jsp,http://192.168.10.5/jbossass/jbossass.jsp,None,None,None,None,text/plain,None,None,192.168.10.5,close,None,None,None,None,None,gzip, deflate,None,Mozilla/5.0 (Windows NT 5.1, rv:40.0) Gecko/20100101 Firefox/40.0,None,None,None,False,None,None,,,,,,,,,,,,
580f331a93e09505a9b12e2e,3599ddd6-630e-11e6-94de-0800272277a0,True,2016-10-25 06:25:30.467,1477376730.467,Tue,2016,10,25,6,25,30.467,shockpot.events,52.62.97.88,876503384,None,192.168.10.5,3232238085,80,http,Sydney,New South Wales,NSW,Australia,AU,Oceania,-33.8612,151.1982,Amazon.com - Inc.,GET,/jbossaxx/jbossaxx.jsp,http://192.168.10.5/jbossaxx/jbossaxx.jsp,None,None,None,None,text/plain,None,None,192.168.10.5,close,None,None,None,None,None,gzip, deflate,None,Mozilla/4.0 (compatible, MSIE 6.0, Windows NT 5.1, SV1, .NET CLR 2.0.50727),None,None,None,False,None,None,,,,,,,,,
580f331b93e09505a9b12e31,3599ddd6-630e-11e6-94de-0800272277a0,True,2016-10-25 06:25:31.310,1477376731.31,Tue,2016,10,25,6,25,31.31,shockpot.events,52.62.97.88,876503384,None,192.168.10.5,3232238085,80,http,Sydney,New South Wales,NSW,Australia,AU,Oceania,-33.8612,151.1982,Amazon.com - Inc.,GET,/jbossdoc/jbossdoc.jsp,http://192.168.10.5/jbossdoc/jbossdoc.jsp,None,None,None,None,text/plain,None,None,192.168.10.5,close,None,None,None,None,None,gzip, deflate,None,Mozilla/4.0 (compatible, MSIE 7.0, Windows NT 5.1, Trident/4.0, .NET CLR 2.0.50727, .NET CLR 3.0.4506.2152, .NET CLR 3.5.30729),None,None,None,False,None,None,,,,,,,
580f331c93e09505a9b12e32,3599ddd6-630e-11e6-94de-0800272277a0,True,2016-10-25 06:25:32.143,1477376732.143,Tue,2016,10,25,6,25,32.143,shockpot.events,52.62.97.88,876503384,None,192.168.10.5,3232238085,80,http,Sydney,New South Wales,NSW,Australia,AU,Oceania,-33.8612,151.1982,Amazon.com - Inc.,GET,/jbossdox/jbossdox.jsp,http://192.168.10.5/jbossdox/jbossdox.jsp,None,None,None,None,text/plain,None,None,192.168.10.5,close,None,None,None,None,None,gzip, deflate,None,Mozilla/5.0 (Windows NT 6.1, WOW64, rv:38.0) Gecko/20100101 Firefox/38.0,None,None,None,False,None,None,,,,,,,,,,,
580f331c93e09505a9b12e33,3599ddd6-630e-11e6-94de-0800272277a0,True,2016-10-25 06:25:32.986,1477376732.986,Tue,2016,10,25,6,25,32.986,shockpot.events,52.62.97.88,876503384,None,192.168.10.5,3232238085,80,http,Sydney,New South Wales,NSW,Australia,AU,Oceania,-33.8612,151.1982,Amazon.com - Inc.,GET,/jbosses/jbosses.jsp,http://192.168.10.5/jbosses/jbosses.jsp,None,None,None,None,text/plain,None,None,192.168.10.5,close,None,None,None,None,None,gzip, deflate,None,Mozilla/5.0 (Windows NT 5.1, rv:40.0) Gecko/20100101 Firefox/40.0,None,None,None,False,None,None,,,,,,,,,,,,
580f331d93e09505a9b12e34,3599ddd6-630e-11e6-94de-0800272277a0,True,2016-10-25 06:25:33.833,1477376733.833,Tue,2016,10,25,6,25,33.833,shockpot.events,52.62.97.88,876503384,None,192.168.10.5,3232238085,80,http,Sydney,New South Wales,NSW,Australia,AU,Oceania,-33.8612,151.1982,Amazon.com - Inc.,GET,/jbossinvoker/jbossinvoker.jsp,http://192.168.10.5/jbossinvoker/jbossinvoker.jsp,None,None,None,None,text/plain,None,None,192.168.10.5,close,None,None,None,None,None,gzip, deflate,None,Opera/9.80 (Windows NT 6.2, Win64, x64) Presto/2.12.388 Version/12.17,None,None,None,False,None,None,,,,,,,,,,,
580f331e93e09505a9b12e39,3599ddd6-630e-11e6-94de-0800272277a0,True,2016-10-25 06:25:34.668,1477376734.668,Tue,2016,10,25,6,25,34.668,shockpot.events,52.62.97.88,876503384,None,192.168.10.5,3232238085,80,http,Sydney,New South Wales,NSW,Australia,AU,Oceania,-33.8612,151.1982,Amazon.com - Inc.,GET,/jbossis/jbossis.jsp,http://192.168.10.5/jbossis/jbossis.jsp,None,None,None,None,text/plain,None,None,192.168.10.5,close,None,None,None,None,None,gzip, deflate,None,Mozilla/5.0 (Macintosh, Intel Mac OS X 10.10, rv:38.0) Gecko/20100101 Firefox/38.0,None,None,None,False,None,None,,,,,,,,,,,
580f331f93e09505a9b12e3a,3599ddd6-630e-11e6-94de-0800272277a0,True,2016-10-25 06:25:35.513,1477376735.513,Tue,2016,10,25,6,25,35.513,shockpot.events,52.62.97.88,876503384,None,192.168.10.5,3232238085,80,http,Sydney,New South Wales,NSW,Australia,AU,Oceania,-33.8612,151.1982,Amazon.com - Inc.,GET,/jbossos/jbossos.jsp,http://192.168.10.5/jbossos/jbossos.jsp,None,None,None,None,text/plain,None,None,192.168.10.5,close,None,None,None,None,None,gzip, deflate,None,Mozilla/5.0 (Windows NT 6.1, WOW64, rv:38.0) Gecko/20100101 Firefox/38.0,None,None,None,False,None,None,,,,,,,,,,,
580f332093e09505a9b12e3b,3599ddd6-630e-11e6-94de-0800272277a0,True,2016-10-25 06:25:36.357,1477376736.357,Tue,2016,10,25,6,25,36.357,shockpot.events,52.62.97.88,876503384,None,192.168.10.5,3232238085,80,http,Sydney,New South Wales,NSW,Australia,AU,Oceania,-33.8612,151.1982,Amazon.com - Inc.,GET,/jbot/jbot.jsp,http://192.168.10.5/jbot/jbot.jsp,None,None,None,None,text/plain,None,None,192.168.10.5,close,None,None,None,None,None,gzip, deflate,None,Mozilla/5.0 (Windows NT 5.1, rv:40.0) Gecko/20100101 Firefox/40.0,None,None,None,False,None,None,,,,,,,,,,,,
580f332193e09505a9b12e3f,3599ddd6-630e-11e6-94de-0800272277a0,True,2016-10-25 06:25:37.199,1477376737.199,Tue,2016,10,25,6,25,37.199,shockpot.events,52.62.97.88,876503384,None,192.168.10.5,3232238085,80,http,Sydney,New South Wales,NSW,Australia,AU,Oceania,-33.8612,151.1982,Amazon.com - Inc.,GET,/jdev/cmd.jsp,http://192.168.10.5/jdev/cmd.jsp,None,None,None,None,text/plain,None,None,192.168.10.5,close,None,None,None,None,None,gzip, deflate,None,Mozilla/5.0 (Windows NT 6.1, WOW64, rv:31.0) Gecko/20100101 Firefox/31.0,None,None,None,False,None,None,,,,,,,,,,,
580f371693e09505a9b12fb9,793c3230-5ce4-11e6-94de-0800272a9814,True,2016-10-25 06:42:30.236,1477377750.236,Tue,2016,10,25,6,42,30.236,shockpot.events,63.141.231.196,1066264516,None,192.168.10.4,3232238084,80,http,Kansas City,Missouri,MO,United States,US,North America,39.1472,-94.5735,DataShack - LC,GET,/,http://555.fuxi001.com/,None,None,None,None,text/plain,None,None,555.fuxi001.com,None,None,None,None,None,None,None,None,Mozilla/4.0 (compatible, MSIE 8.0, Windows NT 6.1, Trident/4.0, SLCC2, .NET CLR 2.0.50727, .NET CLR 3.5.30729, .NET CLR 3.0.30729, Media Center PC 6.0),None,None,None,False,None,None,,,,,,
580f38f993e09505a9b13005,3599ddd6-630e-11e6-94de-0800272277a0,True,2016-10-25 06:50:33.342,1477378233.342,Tue,2016,10,25,6,50,33.342,shockpot.events,142.54.180.70,2385949766,None,192.168.10.5,3232238085,80,http,Kansas City,Missouri,MO,United States,US,North America,39.1472,-94.5735,DataShack - LC,GET,/,http://555.fuxi001.com/,None,None,None,None,text/plain,None,None,555.fuxi001.com,None,None,None,None,None,None,None,None,Mozilla/4.0 (compatible, MSIE 8.0, Windows NT 6.1, Trident/4.0, SLCC2, .NET CLR 2.0.50727, .NET CLR 3.5.30729, .NET CLR 3.0.30729, Media Center PC 6.0),None,None,None,False,None,None,,,,,,
580f43c193e09505a9b132c9,3599ddd6-630e-11e6-94de-0800272277a0,True,2016-10-25 07:36:33.614,1477380993.614,Tue,2016,10,25,7,36,33.614,shockpot.events,54.229.54.142,920991374,None,192.168.10.5,3232238085,80,http,Dublin,Leinster,L,Ireland,IE,Europe,53.3389,-6.2595,Amazon.com - Inc.,GET,/,http://192.168.10.5/,None,None,None,None,text/plain,None,None,192.168.10.5,close,None,None,None,None,None,gzip,None,Mozilla/5.0 (Macintosh, Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36,None,None,None,False,None,None,,,,,,,,,,,,
580f4d8893e09505a9b134ab,3599ddd6-630e-11e6-94de-0800272277a0,True,2016-10-25 08:18:16.475,1477383496.475,Tue,2016,10,25,8,18,16.475,shockpot.events,142.54.174.86,2385948246,None,192.168.10.5,3232238085,80,http,Kansas City,Missouri,MO,United States,US,North America,39.1472,-94.5735,DataShack - LC,GET,/,http://pay.tonglegame.net/,None,None,None,None,text/plain,None,None,pay.tonglegame.net,None,None,None,None,None,None,None,None,Mozilla/4.0 (compatible, MSIE 8.0, Windows NT 6.1, Trident/4.0, SLCC2, .NET CLR 2.0.50727, .NET CLR 3.5.30729, .NET CLR 3.0.30729, Media Center PC 6.0),None,None,None,False,None,None,,,,,,
580f4eb793e09505a9b134e9,793c3230-5ce4-11e6-94de-0800272a9814,True,2016-10-25 08:23:19.135,1477383799.135,Tue,2016,10,25,8,23,19.135,shockpot.events,63.141.242.195,1066267331,None,192.168.10.4,3232238084,80,http,Kansas City,Missouri,MO,United States,US,North America,39.1472,-94.5735,DataShack - LC,GET,/,http://pay.tonglegame.net/,None,None,None,None,text/plain,None,None,pay.tonglegame.net,None,None,None,None,None,None,None,None,Mozilla/4.0 (compatible, MSIE 8.0, Windows NT 6.1, Trident/4.0, SLCC2, .NET CLR 2.0.50727, .NET CLR 3.5.30729, .NET CLR 3.0.30729, Media Center PC 6.0),None,None,None,False,None,None,,,,,,
580f5f2c93e09505a9b13b07,793c3230-5ce4-11e6-94de-0800272a9814,True,2016-10-25 09:33:32.787,1477388012.787,Tue,2016,10,25,9,33,32.787,shockpot.events,54.229.54.142,920991374,None,192.168.10.4,3232238084,80,http,Dublin,Leinster,L,Ireland,IE,Europe,53.3389,-6.2595,Amazon.com - Inc.,GET,/,http://192.168.10.4/,None,None,None,None,text/plain,None,None,192.168.10.4,close,None,None,None,None,None,gzip,None,Mozilla/5.0 (Macintosh, Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36,None,None,None,False,None,None,,,,,,,,,,,,
580f7a1093e09505a9b144c5,793c3230-5ce4-11e6-94de-0800272a9814,True,2016-10-25 11:28:16.498,1477394896.498,Tue,2016,10,25,11,28,16.498,shockpot.events,70.25.74.212,1176062676,None,192.168.10.4,3232238084,80,http,Brampton,Ontario,ON,Canada,CA,North America,43.6665,-79.8054,Bell Canada,GET,/,http://192.168.10.4/,en-US,q=0.6,en,q=0.4,None,None,None,text/plain,None,None,192.168.10.4,None,en-US,q=0.6,en,q=0.4,None,None,None,None,deflate, gzip, identity,None,Mozilla/5.0 (Windows NT 5.1, rv:9.0.1) Gecko/20100101 Firefox/9.0.1,None,None,None,False,None,None,,,,,
580f7a9c93e09505a9b14503,793c3230-5ce4-11e6-94de-0800272a9814,True,2016-10-25 11:30:36.196,1477395036.196,Tue,2016,10,25,11,30,36.196,shockpot.events,142.54.174.83,2385948243,None,192.168.10.4,3232238084,80,http,Kansas City,Missouri,MO,United States,US,North America,39.1472,-94.5735,DataShack - LC,GET,/,http://s1.16cnc.com/,None,None,None,None,text/plain,None,None,s1.16cnc.com,None,None,None,None,None,None,None,None,Mozilla/4.0 (compatible, MSIE 8.0, Windows NT 6.1, Trident/4.0, SLCC2, .NET CLR 2.0.50727, .NET CLR 3.5.30729, .NET CLR 3.0.30729, Media Center PC 6.0),None,None,None,False,None,None,,,,,,
580f7c9d93e09505a9b14543,3599ddd6-630e-11e6-94de-0800272277a0,True,2016-10-25 11:39:09.183,1477395549.183,Tue,2016,10,25,11,39,9.183,shockpot.events,204.12.217.4,3423394052,None,192.168.10.5,3232238085,80,http,Kansas City,Missouri,MO,United States,US,North America,39.1068,-94.566,WholeSale Internet - Inc.,GET,/,http://s1.16cnc.com/,None,None,None,None,text/plain,None,None,s1.16cnc.com,None,None,None,None,None,None,None,None,Mozilla/4.0 (compatible, MSIE 8.0, Windows NT 6.1, Trident/4.0, SLCC2, .NET CLR 2.0.50727, .NET CLR 3.5.30729, .NET CLR 3.0.30729, Media Center PC 6.0),None,None,None,False,None,None,,,,,,
580f966693e09505a9b15158,3599ddd6-630e-11e6-94de-0800272277a0,True,2016-10-25 13:29:10.289,1477402150.289,Tue,2016,10,25,13,29,10.289,shockpot.events,201.22.7.11,3373664011,None,192.168.10.5,3232238085,80,http,Curitiba,Parana,PR,Brazil,BR,South America,-25.426,-49.2667,TELEFÔNICA BRASIL S.A,GET,/manager/html,http://192.168.10.5/manager/html,en-us,en,q=0.5,None,None,None,text/plain,None,None,192.168.10.5,keep-alive,en-us,en,q=0.5,None,None,None,None,gzip, deflate,None,Mozilla/5.0 (Windows NT 5.1, rv:5.0) Gecko/20100101 Firefox/5.0,None,None,None,False,None,None,,,,,,,,
580f966693e09505a9b15159,793c3230-5ce4-11e6-94de-0800272a9814,True,2016-10-25 13:29:10.295,1477402150.295,Tue,2016,10,25,13,29,10.295,shockpot.events,201.22.7.11,3373664011,None,192.168.10.4,3232238084,80,http,Curitiba,Parana,PR,Brazil,BR,South America,-25.426,-49.2667,TELEFÔNICA BRASIL S.A,GET,/manager/html,http://192.168.10.4/manager/html,en-us,en,q=0.5,None,None,None,text/plain,None,None,192.168.10.4,keep-alive,en-us,en,q=0.5,None,None,None,None,gzip, deflate,None,Mozilla/5.0 (Windows NT 5.1, rv:5.0) Gecko/20100101 Firefox/5.0,None,None,None,False,None,None,,,,,,,,
580fb2a193e09505a9b15cf5,3599ddd6-630e-11e6-94de-0800272277a0,True,2016-10-25 15:29:37.450,1477409377.45,Tue,2016,10,25,15,29,37.45,shockpot.events,141.212.122.32,2379512352,None,192.168.10.5,3232238085,80,http,Ann Arbor,Michigan,MI,United States,US,North America,42.2776,-83.7409,University of Michigan,GET,/,http://192.168.10.5/,None,None,None,None,text/plain,None,None,192.168.10.5,None,None,None,None,None,None,gzip,None,Mozilla/5.0 zgrab/0.x,None,None,None,False,None,None,,,,,,,,,,,,,,
580fe31093e09505a9b16a09,3599ddd6-630e-11e6-94de-0800272277a0,True,2016-10-25 18:56:16.313,1477421776.313,Tue,2016,10,25,18,56,16.313,shockpot.events,195.62.53.168,3275634088,None,192.168.10.5,3232238085,80,http,None,None,None,Russia,RU,Europe,55.7386,37.6068,IT Expert LLC,GET,/,http://lock.bz/,None,None,None,None,text/plain,None,None,lock.bz,close,None,None,None,None,None,None,None,Mozilla/5.0 (Windows NT 6.1, Win64, x64, rv:30.N) Gecko/20110302 Firefox/30.0,None,None,None,False,None,None,,,,,,,,,,,
58105a7d93e09505a9b19fdb,793c3230-5ce4-11e6-94de-0800272a9814,True,2016-10-26 03:25:49.221,1477452349.221,Wed,2016,10,26,3,25,49.221,shockpot.events,142.54.180.69,2385949765,None,192.168.10.4,3232238084,80,http,Kansas City,Missouri,MO,United States,US,North America,39.1472,-94.5735,DataShack - LC,GET,/,http://s1.16cnc.com/,None,None,None,None,text/plain,None,None,s1.16cnc.com,None,None,None,None,None,None,None,None,Mozilla/4.0 (compatible, MSIE 8.0, Windows NT 6.1, Trident/4.0, SLCC2, .NET CLR 2.0.50727, .NET CLR 3.5.30729, .NET CLR 3.0.30729, Media Center PC 6.0),None,None,None,False,None,None,,,,,,
58105e2893e09505a9b1a099,3599ddd6-630e-11e6-94de-0800272277a0,True,2016-10-26 03:41:28.501,1477453288.501,Wed,2016,10,26,3,41,28.501,shockpot.events,69.30.193.253,1159643645,None,192.168.10.5,3232238085,80,http,Kansas City,Missouri,MO,United States,US,North America,39.1068,-94.566,WholeSale Internet - Inc.,GET,/,http://s1.16cnc.com/,None,None,None,None,text/plain,None,None,s1.16cnc.com,None,None,None,None,None,None,None,None,Mozilla/4.0 (compatible, MSIE 8.0, Windows NT 6.1, Trident/4.0, SLCC2, .NET CLR 2.0.50727, .NET CLR 3.5.30729, .NET CLR 3.0.30729, Media Center PC 6.0),None,None,None,False,None,None,,,,,,
581089f793e09505a9b1ad3f,793c3230-5ce4-11e6-94de-0800272a9814,True,2016-10-26 06:48:23.456,1477464503.456,Wed,2016,10,26,6,48,23.456,shockpot.events,141.212.122.32,2379512352,None,192.168.10.4,3232238084,80,http,Ann Arbor,Michigan,MI,United States,US,North America,42.2776,-83.7409,University of Michigan,GET,/,http://192.168.10.4/,None,None,None,None,text/plain,None,None,192.168.10.4,None,None,None,None,None,None,gzip,None,Mozilla/5.0 zgrab/0.x,None,None,None,False,None,None,,,,,,,,,,,,,,
5810db9793e09505a9b1c585,3599ddd6-630e-11e6-94de-0800272277a0,True,2016-10-26 12:36:39.482,1477485399.482,Wed,2016,10,26,12,36,39.482,shockpot.events,69.30.193.253,1159643645,None,192.168.10.5,3232238085,80,http,Kansas City,Missouri,MO,United States,US,North America,39.1068,-94.566,WholeSale Internet - Inc.,GET,/,http://s1.16cnc.com/,None,None,None,None,text/plain,None,None,s1.16cnc.com,None,None,None,None,None,None,None,None,Mozilla/4.0 (compatible, MSIE 8.0, Windows NT 6.1, Trident/4.0, SLCC2, .NET CLR 2.0.50727, .NET CLR 3.5.30729, .NET CLR 3.0.30729, Media Center PC 6.0),None,None,None,False,None,None,,,,,,
5811512b93e09505a9b1ebd4,793c3230-5ce4-11e6-94de-0800272a9814,True,2016-10-26 20:58:19.428,1477515499.428,Wed,2016,10,26,20,58,19.428,shockpot.events,195.62.53.168,3275634088,None,192.168.10.4,3232238084,80,http,None,None,None,Russia,RU,Europe,55.7386,37.6068,IT Expert LLC,GET,/,http://lock.bz/,None,None,None,None,text/plain,None,None,lock.bz,close,None,None,None,None,None,None,None,Mozilla/5.0 (Windows NT 6.1, Win64, x64, rv:30.N) Gecko/20110302 Firefox/30.0,None,None,None,False,None,None,,,,,,,,,,,
